# Program:featureCounts v2.1.1; Command:"featureCounts" "-a" "annotations.gtf" "-o" "results/gene_counts.txt" "-T" "4" "results/aligned_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/aligned_Aligned.sortedByCoord.out.bam
ENSG00000287817	22	31490150	31491022	+	873	0
ENSG00000233733	22	31521199	31521592	-	394	0
ENSG00000229169	22	31538352	31538589	-	238	0
ENSG00000214093	22	31559483	31559939	+	457	0
ENSG00000241878	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31618491;31618491;31618491;31618511;31618515;31618559;31618614;31618977;31619444;31620553;31620553;31620553;31620553;31620553;31620553;31620553;31620553;31620553;31620578;31620996;31620996;31620996;31620996;31620996;31620996;31620996;31620996;31620996;31620996;31620996;31621054;31621334;31621334;31621334;31621334;31621334;31621334;31621334;31621334;31621334;31621334;31621649;31621649;31621649;31621649;31621649;31621649;31621649;31621649;31621649;31621649;31621862;31623684;31623684;31623684;31623684;31623684;31623684;31623684;31623684;31623684;31625581;31625763;31625763;31625763;31625763;31625763;31625763;31625763;31625822;31625878;31628003;31628003;31628003;31628853;31628853;31628853;31629702;31629776;31630522;31630804;31630804;31630804;31632183;31638366;31638366;31638366;31648101;31648101;31648101;31648101;31648101;31650699;31650699;31650699;31650699;31662144;31662144;31662144;31662144;31662144	31619836;31619836;31619836;31619836;31619836;31619836;31619836;31619836;31619836;31620713;31620713;31620599;31620713;31620713;31620713;31620713;31620713;31620713;31620713;31621142;31621142;31621885;31621142;31621142;31621472;31621142;31621142;31621142;31621142;31621142;31621142;31621472;31621472;31621472;31621472;31621472;31621472;31621472;31621885;31621472;31621472;31621885;31621885;31621885;31621885;31621885;31621885;31621885;31621885;31621885;31621885;31621885;31623849;31623849;31623849;31623849;31623849;31623849;31623849;31623849;31623849;31625786;31626016;31626016;31626294;31626016;31626016;31626016;31626016;31626016;31626016;31628210;31628210;31628221;31628981;31628981;31628982;31630006;31629884;31630799;31630831;31630862;31630824;31632291;31638445;31638405;31638398;31648276;31648276;31648276;31648276;31648276;31650778;31650778;31650778;31650778;31662203;31662180;31662221;31662215;31662215	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4791	0
ENSG00000284082	22	31621467	31621531	-	65	0
ENSG00000183530	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31676256;31681347;31681350;31683629;31685042;31688156;31688156;31688156;31688156;31701656;31701656;31701656;31703550;31703550;31703550;31703550;31704444;31704655;31704655;31704655;31712083;31712083;31712083;31712083;31716727;31725538;31725538;31725544;31738387;31738387;31749993;31749993;31750072	31677018;31685803;31682134;31685803;31685803;31688227;31688227;31688227;31688227;31701762;31701762;31701762;31703721;31703718;31703721;31703721;31704726;31704726;31704726;31704726;31712347;31713845;31717291;31712745;31717291;31725610;31725610;31725610;31738911;31738911;31750072;31750132;31750140	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	11809	0
ENSG00000100095	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	26169462;26169474;26169474;26169514;26169575;26169658;26292251;26292251;26292406;26292406;26292406;26292406;26292406;26292406;26294292;26294292;26294292;26294292;26294292;26294292;26294292;26294292;26296888;26296888;26296888;26296888;26296888;26296888;26296888;26296888;26298984;26298984;26298984;26298984;26298984;26298984;26298984;26298984;26305979;26305979;26305979;26305979;26305979;26305979;26305979;26305979;26310670;26310670;26310670;26310670;26310670;26310670;26310670;26310670;26311768;26311768;26311768;26311768;26311768;26311768;26311768;26311768;26313764;26313764;26313764;26313764;26313764;26313764;26313764;26313764;26340436;26340436;26340436;26340436;26340436;26340436;26340436;26340436;26347719;26347719;26347719;26347719;26347719;26347719;26347719;26347719;26347789;26351052;26351052;26351052;26351052;26351052;26351052;26351052;26351052;26364749;26365372;26365372;26365372;26365372;26365372;26365372;26365372;26373451;26373451;26373451;26375575;26375575;26375575;26375575;26375578;26375578;26375578;26375578;26375581;26377673;26377673;26377673;26377673;26377673;26377673;26377673;26377673;26377673;26380266;26380266;26380266;26380266;26380266;26380266;26380266;26380266	26169763;26169763;26169763;26169763;26169763;26169763;26293146;26293146;26293146;26293146;26293146;26293146;26293146;26293146;26294425;26294425;26294425;26294425;26294425;26294425;26294425;26294425;26297080;26297080;26297080;26297080;26297080;26297080;26297080;26297080;26299169;26299169;26299169;26299169;26299169;26299169;26299169;26299169;26306144;26306144;26306144;26306144;26306144;26306144;26306144;26306144;26310836;26310836;26310836;26310836;26310836;26310836;26310836;26310836;26311962;26311962;26311962;26311962;26311962;26311962;26311962;26311962;26313902;26313902;26313902;26313902;26313902;26313902;26313902;26313902;26340632;26340632;26340632;26340632;26340632;26340632;26340632;26340632;26347913;26347913;26347913;26347913;26347913;26347913;26347913;26347913;26347913;26351243;26351456;26351243;26351243;26351243;26351243;26351243;26351243;26364956;26365566;26365566;26365566;26365566;26365566;26365566;26365566;26373483;26373483;26373483;26375689;26375689;26375689;26375689;26375689;26375689;26375689;26375689;26375689;26377775;26377720;26377775;26377775;26377775;26377775;26377775;26377775;26377775;26380468;26380468;26380334;26380373;26383596;26383597;26380471;26383596	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7161	0
ENSG00000224192	22;22;22;22;22	26241331;26242752;26244337;26244618;26253974	26241411;26242855;26244495;26244689;26254092	-;-;-;-;-	535	0
ENSG00000252267	22	26390667	26390776	-	110	0
ENSG00000272821	22	50523926	50524780	+	855	0
ENSG00000289947	22	50541491	50541847	-	357	0
ENSG00000205560	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	50568861;50568861;50569084;50569336;50569336;50569338;50569576;50569576;50569576;50569576;50570293;50570293;50570293;50570293;50570348;50570891;50570891;50570891;50570891;50570891;50571158;50571158;50571158;50571158;50571158;50571375;50571375;50571375;50571375;50571883;50572006;50572006;50572006;50572006;50572006;50572203;50572203;50572203;50572203;50572203;50572203;50572875;50572875;50572875;50572875;50572875;50572875;50573520;50573520;50573520;50573520;50573520;50573808;50574335;50574335;50574335;50574335;50574335;50574365;50574493;50574493;50574493;50574493;50574493;50574493;50576035;50576035;50576035;50576035;50576035;50576056;50576198;50576198;50576198;50576198;50576198;50576536;50576536;50576536;50576536;50576626;50576707;50576857;50576857;50576857;50576857;50576940;50577324;50577324;50577324;50577324;50577324;50577324;50577356;50577775;50577775;50577775;50577775;50577775;50577775;50577775;50578084;50578386;50578386;50578386	50569081;50569081;50569421;50569421;50569421;50569421;50569668;50569668;50569668;50569668;50570406;50570406;50570406;50570406;50570406;50571043;50571043;50571043;50571043;50571043;50571539;50571292;50571292;50571292;50571292;50571539;50571539;50571539;50571539;50572122;50572122;50572122;50572122;50572122;50572122;50572308;50572297;50572308;50572308;50572308;50572308;50573060;50573100;50573060;50573060;50573060;50573060;50573715;50573715;50573715;50573715;50573715;50573921;50574419;50574419;50574419;50574419;50574419;50574419;50574982;50574600;50574600;50574600;50574600;50574600;50576064;50576112;50576112;50576112;50576112;50576112;50576335;50576335;50576335;50576335;50576335;50576903;50576637;50576637;50576637;50577034;50577034;50577034;50577034;50577034;50577034;50577034;50577463;50577463;50577463;50577463;50577463;50577463;50577463;50577934;50577868;50577934;50577915;50577934;50577934;50578020;50578246;50578465;50578455;50578427	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4102	0
ENSG00000287773	22;22	36754086;36755436	36754521;36755731	-;-	732	0
ENSG00000100360	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	36758202;36758211;36758211;36758211;36758211;36758211;36758211;36760746;36760844;36760844;36762904;36762904;36762904;36762904;36762933;36763919;36763919;36763919;36763919;36763919;36763919;36763996;36766138;36766138;36766138;36766138;36766138;36766138;36766138;36766138;36767063;36767306;36767306;36767306;36767306;36767306;36767306;36767306;36767783;36767783;36767783;36767783;36767783;36767783;36767783;36767783;36767983;36767983;36772403;36775674;36775674;36775674;36775674;36775674;36775674;36775674;36776031	36758409;36764036;36758409;36758409;36758409;36758409;36758409;36760907;36760919;36761102;36763013;36763013;36763013;36763013;36763013;36764036;36764036;36764036;36764036;36764036;36764036;36764036;36766197;36766197;36766197;36766197;36766197;36766197;36766454;36766197;36767365;36767365;36767365;36767365;36767365;36767365;36767365;36767365;36767859;36767862;36767859;36767862;36767859;36767862;36767819;36767859;36768554;36768099;36772721;36776256;36775794;36775699;36776103;36776119;36776125;36776153;36776125	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8009	0
ENSG00000286485	22;22	36766478;36766949	36766521;36769022	+;+	2118	0
ENSG00000169575	22;22;22;22	22244780;22244786;22244946;22244960	22244859;22244859;22245515;22245505	+;+;+;+	650	0
ENSG00000206069	22;22;22;22;22;22;22;22	24935098;24935110;24938149;24938149;24939335;24939335;24946572;24946572	24935595;24935595;24938287;24938287;24939451;24939552;24946695;24946694	-;-;-;-;-;-;-;-	979	0
ENSG00000279085	22	25009685	25015072	-	5388	0
ENSG00000279548	22	25022594	25024652	-	2059	0
ENSG00000279006	22	25048967	25051966	-	3000	0
ENSG00000279110	22	25052122	25065241	-	13120	0
ENSG00000279175	22	44102779	44116232	+	13454	0
ENSG00000280434	22	44139365	44153626	+	14262	0
ENSG00000138964	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	44172956;44172984;44180925;44181022;44181336;44181398;44181400;44181742;44181742;44181742;44181742;44181750;44181861;44181864;44183318;44183318;44183318;44183318;44183318;44183318;44183318;44183318;44183318;44183590;44185526;44185808;44185808;44185808;44185808;44185808;44185808;44186577;44186577;44187776;44187776;44187776;44189114;44189114;44189114;44189114;44190551;44190551;44190551;44190551;44190551;44192049;44192049;44192049;44192049;44192049;44193801;44193801;44196098;44196155;44196155;44196157;44196157;44196157;44196347;44196347;44196347;44196347;44196347;44198621;44198621;44198621;44198621;44198621;44198621;44205757;44205757;44205757;44205757;44205757;44206317;44206317;44206317;44206317;44206317;44218491;44219484	44173191;44173191;44181185;44181185;44181370;44181917;44181431;44181917;44181917;44181917;44181917;44181917;44181917;44181917;44183408;44183408;44183419;44183408;44183408;44183408;44183408;44183408;44183408;44184261;44189254;44186114;44185872;44185872;44185872;44185872;44185872;44187878;44187172;44187878;44187878;44187878;44189254;44189254;44189254;44189254;44190666;44190666;44190666;44190666;44190666;44192129;44192129;44192129;44192104;44192104;44193823;44193823;44196213;44196213;44196213;44196213;44196213;44196213;44196415;44196415;44196415;44196415;44196415;44198722;44198722;44198722;44198722;44198722;44198722;44205829;44205829;44205829;44205829;44205829;44207155;44206635;44206622;44208469;44208468;44218773;44219533	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8621	0
ENSG00000279933	22	44183031	44187739	-	4709	0
ENSG00000280011	22	44210442	44229512	-	19071	0
ENSG00000100266	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	42835412;42840944;42858387;42869768;42869773;42869775;42870930;42871128;42876137;42876137;42876137;42876137;42876137;42876137;42876137;42876888;42876888;42876888;42876888;42879048;42879048;42879048;42879048;42879048;42879048;42880617;42882184;42882184;42882184;42882184;42882184;42882184;42884386;42884386;42884386;42884386;42884386;42884386;42888643;42888643;42888643;42888643;42888643;42888643;42890935;42890944;42890944;42890947;42890947;42890947;42890947;42890947;42890947;42893457;42893457;42893457;42893457;42893457;42893457;42893457;42893457;42893457;42893457;42893574;42909427;42912021;42912021;42912021;42912021;42912021;42912021;42912021;42912021;42912021;42912021;42912021;42945785;42946897;42946897;42959572;42959763;42959799;42993620;43002310;43015021;43015021;43015021	42835493;42841016;42858522;42871469;42871469;42871469;42871469;42871469;42876333;42876333;42876333;42876333;42876333;42876333;42876207;42877010;42877010;42877010;42877010;42879169;42879169;42879169;42879169;42879169;42879169;42880622;42882304;42882304;42882304;42882304;42882304;42882304;42884561;42884561;42884561;42884561;42884561;42884561;42888798;42888798;42888798;42888798;42888798;42888798;42891182;42891182;42891182;42891182;42891182;42891182;42891182;42891182;42891182;42893613;42893613;42893613;42893613;42893613;42893613;42893613;42893613;42893613;42893613;42893613;42909565;42912157;42912157;42912157;42912157;42912157;42912157;42912157;42912157;42912157;42912157;42912157;42945873;42947041;42947041;42959899;42959878;42959881;42993780;43002440;43015098;43015135;43015149	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4558	0
ENSG00000100271	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	43039516;43039644;43039669;43039776;43046410;43046410;43046410;43046410;43051801;43051801;43051801;43059384;43059384;43059384;43059384;43063813;43063813;43063813;43063813;43064190;43064190;43064190;43064190;43068410;43068410;43068410;43068410;43069604;43069636;43069636;43069636;43070171;43070171;43075474;43075474;43075474;43075474;43079902;43079902;43079902;43089277;43089277;43089277	43039905;43039905;43039905;43039905;43046573;43046573;43046573;43046573;43051887;43051887;43051887;43059527;43059527;43059527;43059527;43063921;43063921;43063921;43063921;43064324;43064324;43064324;43064324;43068590;43068590;43068590;43068590;43069844;43069844;43069844;43069844;43070242;43070242;43075586;43075590;43075590;43075590;43079986;43079986;43079986;43089419;43089338;43089391	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1868	0
ENSG00000234735	22	43092167	43092524	+	358	0
ENSG00000100290	22;22;22;22;22	43110750;43124016;43127697;43128496;43129213	43110803;43124183;43127795;43128625;43129712	+;+;+;+;+	951	0
ENSG00000100294	22;22;22;22;22;22;22;22;22;22;22	43132209;43132880;43137081;43140830;43141056;43141162;43141162;43142926;43142926;43142926;43142926	43133486;43133486;43137298;43141249;43141249;43141249;43141249;43142964;43143280;43143364;43143398	-;-;-;-;-;-;-;-;-;-;-	2389	0
ENSG00000100304	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	43166622;43166623;43167603;43168774;43168774;43168774;43169500;43169500;43169500;43171628;43171819;43172403;43173715;43174209;43174293;43174499;43174499;43175271;43176320;43179619;43179841;43180742;43182980;43186893	43168159;43168159;43168159;43168912;43168912;43168912;43169568;43169568;43170274;43171750;43171900;43172554;43173826;43174403;43174403;43174615;43174615;43175678;43176396;43179752;43180000;43180940;43183149;43187134	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4623	0
ENSG00000236272	22;22	43212674;43213155	43212697;43213661	+;+	531	0
ENSG00000234892	22;22;22	43232141;43233428;43238598	43232518;43233624;43239010	+;+;+	988	0
ENSG00000185133	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	31122731;31122923;31122923;31122923;31122966;31122975;31122994;31122994;31122994;31122994;31123896;31124142;31124142;31124142;31124845;31124845;31124845;31124845;31124845;31124845;31125833;31125833;31125833;31126294;31126376;31126376;31126376;31126376;31126376;31126376;31126376;31126613;31126613;31126613;31126613;31126613;31126613;31126613;31126613;31126921;31126921;31126921;31126921;31126921;31126921;31126921;31127357;31127357;31127357;31127357;31127357;31127357;31127357;31127760;31127789;31127802;31127951;31127951;31127951;31127951;31127951;31127951;31127951;31127951;31128214;31128214;31128214;31128214;31128214;31128214;31128214;31128214;31128214;31128214;31128471;31128471;31128471;31128471;31128471;31128471;31128471;31128471;31128471;31128471;31128471;31133098;31133098;31133098;31133098;31133098;31133098;31133098;31133098;31133098;31133098;31133098;31133406;31133406;31133406;31133406;31133406;31133406;31133406;31133406;31133406;31133610;31133610;31133610;31133610;31133610;31133610;31133610;31133610;31133610;31133610;31133610;31133913;31133913;31133913;31133913;31133913;31133913;31133913;31133913;31133913;31133913	31122790;31123119;31123119;31123119;31123119;31123119;31123119;31123119;31123119;31123119;31124005;31124263;31124263;31124263;31124906;31124906;31124906;31126010;31124881;31126010;31126010;31126010;31126010;31126489;31126489;31126489;31126489;31126489;31126489;31126489;31126489;31126721;31126721;31126721;31126721;31127532;31126721;31126721;31126721;31127037;31127037;31127037;31127037;31127037;31127037;31127037;31127532;31127532;31127532;31127532;31127532;31127532;31127532;31128062;31128062;31128323;31128062;31128062;31128062;31128062;31128062;31128062;31128062;31128062;31128323;31128323;31128323;31128323;31128323;31128323;31128323;31128323;31128323;31128323;31128654;31128654;31128654;31128654;31128654;31128654;31128654;31128654;31128654;31128654;31128654;31133235;31133235;31133235;31133235;31133235;31133235;31133235;31133235;31133235;31133235;31133235;31133483;31133483;31133483;31133483;31133483;31133483;31133483;31133483;31133483;31133714;31133714;31133714;31133714;31133714;31133714;31133714;31133714;31134696;31133714;31133714;31134636;31134636;31134636;31134696;31134696;31134696;31134696;31134697;31134696;31134696	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4823	0
ENSG00000079974	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	50767501;50767506;50767506;50767506;50767506;50767506;50767506;50767506;50767507;50767509;50767513;50767530;50768760;50769041;50769041;50769041;50769041;50769041;50769041;50769041;50769041;50769041;50769041;50769041;50769041;50769425;50769425;50769455;50769455;50769455;50769455;50769455;50769455;50769455;50769455;50769455;50769455;50769527;50769782;50769881;50769905;50769905;50769905;50769905;50769905;50769905;50769905;50771210;50775771;50775772;50775772;50775772;50775772;50775772;50775772;50775772;50775772;50775772;50775772;50775772;50775772;50775772;50776670;50776670;50776670;50776670;50776670;50776670;50776670;50776670;50776670;50776670;50776670;50776670;50776670;50776670;50777660;50777952;50777952;50777952;50777952;50777952;50777952;50777952;50777952;50777952;50777952;50777952;50777952;50777952;50777952;50779011;50780025;50780613;50782188;50782188;50782188;50782188;50782188;50782188;50782188;50782188;50782188;50782188;50782188;50782188;50782188;50782188;50782188;50782234;50782769;50782891;50782895;50783039;50783039;50783045;50783391;50783501;50783501;50783501;50783501;50783501;50783501;50783501;50783501;50783501;50783501;50783501;50783501	50767708;50768874;50768874;50768874;50768874;50768874;50768874;50768874;50768874;50768874;50768874;50768874;50768874;50769124;50769124;50769124;50769124;50769124;50769124;50769124;50769124;50769124;50769124;50769124;50769124;50769552;50769549;50769552;50769552;50770502;50769552;50769549;50769552;50769552;50769552;50769552;50769549;50770016;50770016;50770016;50770016;50770016;50770016;50770016;50770016;50770016;50770016;50773109;50775851;50775851;50775851;50775851;50775833;50775851;50775851;50775851;50775851;50775851;50775851;50775851;50775851;50775851;50776749;50776749;50776749;50776749;50776749;50776749;50776749;50776749;50776749;50776749;50776749;50776749;50776749;50776749;50777981;50777981;50777981;50777981;50777981;50777981;50777981;50777981;50777981;50777981;50777981;50777981;50777981;50777981;50777981;50779121;50780226;50780718;50782347;50782351;50782347;50782351;50782351;50782351;50782351;50782351;50782347;50782351;50782347;50782351;50782351;50782314;50782347;50782347;50783045;50783045;50783045;50783286;50783286;50783286;50783594;50783630;50783600;50783630;50783638;50783667;50783662;50783659;50783642;50783636;50783636;50783636;50783662	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6297	0
ENSG00000186951	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	46150521;46150526;46150552;46150606;46150828;46151886;46151888;46151888;46151888;46151888;46151888;46151958;46154997;46156230;46171284;46171332;46175989;46176753;46176753;46176753;46176753;46176766;46188723;46188723;46188723;46198342;46198342;46198342;46198342;46198345;46198345;46198345;46198345;46215173;46215173;46215173;46215173;46218263;46218263;46218263;46219812;46219812;46219812;46231792;46231792;46235133;46235133	46150652;46150652;46150652;46150652;46151177;46151970;46151970;46151970;46151970;46151970;46151970;46151970;46156552;46156593;46171492;46171492;46176144;46176836;46176836;46176836;46176836;46176836;46188822;46188822;46188822;46198410;46198591;46198410;46198591;46198410;46198591;46198591;46198591;46215333;46215333;46215364;46215333;46218401;46218401;46218401;46220657;46220014;46220014;46232239;46232239;46235403;46243755	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	13211	0
ENSG00000289858	22	46250385	46252188	+	1804	0
ENSG00000184068	22;22	41831215;41834443	41833980;41834665	-;-	2989	0
ENSG00000224883	22;22;22	41981304;41981746;41982148	41981555;41981938;41982217	-;-;-	515	0
ENSG00000183066	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	41998725;41998725;41998772;41998788;41998788;41998793;41998793;42001100;42001521;42002660;42019311;42019311;42019311;42019311;42019311;42019662;42019662;42019662;42019662;42019756;42020004;42020004;42020004;42020004;42020004;42020004;42022249;42022249;42022249;42022249;42022249;42026766;42026766;42026766;42026766;42026766;42026766;42027163;42029939;42029939;42029939;42029939;42030546;42030720;42030720;42030720;42030720;42032393;42032631;42032631;42032631;42058290	41998880;41998880;41998880;41998880;41998880;41998880;41998880;42001337;42001699;42003463;42019419;42019419;42019419;42019419;42019419;42019803;42019803;42019803;42019803;42019803;42020096;42020096;42020096;42020096;42020096;42020096;42022356;42022356;42022356;42022356;42022356;42026794;42027040;42028475;42027262;42027262;42027262;42027262;42030026;42030026;42030026;42030026;42030823;42030823;42032929;42030823;42030823;42032487;42032769;42032931;42032769;42058456	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6180	0
